decimalLatitude,decimalLongitude,eventDate,scientificName,taxonConceptID,recordID,dataResourceName,occurrenceStatus
-37.1527,147.956,2023-03-15T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,0c2fac69-f761-4336-8dc8-ef06bd6c6212,Museums Victoria provider for OZCAM,PRESENT
-37.152,147.3827,2017-03-01T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,358a0cb8-3b37-404e-b431-7c3ee9c0df22,Victorian Biodiversity Atlas,PRESENT
-37.1507,147.905,2023-03-07T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,861f1a3d-2c2d-4df3-94e0-239d5c275f6e,Museums Victoria provider for OZCAM,PRESENT
-37.1507,147.905,2023-03-08T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,a0397de2-c715-4980-ab11-556aaa5d2831,Museums Victoria provider for OZCAM,PRESENT
-37.1507,147.905,2023-03-12T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,30c00f7f-9f62-459f-a486-7982f3eece83,Museums Victoria provider for OZCAM,PRESENT
-37.1502,147.904,2023-03-10T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,6c2f0467-cff4-4b0b-9277-b0ac2227075c,Museums Victoria provider for OZCAM,PRESENT
-37.1491,147.956,2023-03-09T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,f25d0701-a377-41e8-ae70-143d2a83c720,Museums Victoria provider for OZCAM,PRESENT
-37.1491,147.956,2023-03-04T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,8bff890a-0ed2-4954-bdef-a2e7008ee599,Museums Victoria provider for OZCAM,PRESENT
-37.1491,147.956,2023-03-11T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,9ea49a8a-ce2a-46f0-9e51-fbc60abd7200,Museums Victoria provider for OZCAM,PRESENT
-37.1478,147.9812,2006-11-24T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,8477ca28-879b-46cd-9e59-f1406c779d95,Victorian Biodiversity Atlas,PRESENT
-37.1473,147.905,2023-03-02T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,3a5b5dc0-a0ca-4213-bada-36dc733e5ac8,Museums Victoria provider for OZCAM,PRESENT
-37.1471,147.977,2023-03-16T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,4bdb94a3-d350-4cee-81cb-ae4e28cadb1b,Museums Victoria provider for OZCAM,PRESENT
-37.1433,147.903,2023-03-09T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,a21648de-4d33-47c4-ad97-849de9e55e0e,Museums Victoria provider for OZCAM,PRESENT
-37.1433,147.903,2023-03-11T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,ff8b9a93-0856-49cf-925d-9adf19552b1f,Museums Victoria provider for OZCAM,PRESENT
-37.1431,147.95,2023-03-16T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,fa0b4da4-8295-4d7b-af2e-c1d9f69befcb,Museums Victoria provider for OZCAM,PRESENT
-37.1413,147.962,2023-03-11T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,81ffae07-df76-45b1-ac9e-4b1a92abfb8f,Museums Victoria provider for OZCAM,PRESENT
-37.1413,147.962,2023-03-12T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,8dc192db-7602-4a96-b596-36c4c0d06d10,Museums Victoria provider for OZCAM,PRESENT
-37.1411,147.9581,2011-09-16T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,c5a78b49-dec2-41a4-8ff2-7543a1e8fbe3,Victorian Biodiversity Atlas,PRESENT
-37.14042,147.957344,2015-07-10T01:01:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,40797690-e18e-4906-878c-96e2f535afd9,iNaturalist Australia,PRESENT
-37.137229,147.955835,2020-11-25T08:26:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,8d3c1bb8-b515-4905-9966-a7b8d08d0dfb,iNaturalist Australia,PRESENT
-37.135308,147.945339,2020-11-24T08:15:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,d6774c7c-ceec-4996-900a-c7d52fb57ad6,iNaturalist Australia,PRESENT
-37.1347,147.9723,1998-11-09T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,3a4f85be-4bbf-410c-8385-a03d80d09cba,Victorian Biodiversity Atlas,PRESENT
-37.1323,147.9469,2020-10-09T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,e7c1557b-a8a9-45ec-9e86-948795286b30,Victorian Biodiversity Atlas,PRESENT
-37.13165,147.953739,2018-01-26T13:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,918a7616-24a3-43b5-8bde-473de737d72d,ALA species sightings and OzAtlas,PRESENT
-37.131308,147.948289,2018-01-26T13:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,51992520-148f-44fb-a6af-333bc122fa44,ALA species sightings and OzAtlas,PRESENT
-37.1245,148.3673,1996-04-13T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,28224dde-ced9-4245-ac5e-1c0e6753ee41,Victorian Biodiversity Atlas,PRESENT
-37.1241,147.9163,2016-10-08T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,bda30ac6-a165-4dde-9892-e22ede221da8,Victorian Biodiversity Atlas,PRESENT
-37.1241,147.9163,2016-10-08T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,d1c06985-15e7-4c5d-b13b-33725b22bf1b,Victorian Biodiversity Atlas,PRESENT
-37.1234,147.9596,1977-10-11T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,e97168a3-9b8c-4021-8c44-93ab5a8f19da,Victorian Biodiversity Atlas,PRESENT
-37.1228,148.3627,1996-04-13T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,25f5e613-94e6-48a5-9e60-434e69bd7403,Victorian Biodiversity Atlas,PRESENT
-37.1208,147.9034,1998-12-09T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,fc7c2722-8e10-4818-90eb-e8961f42bdcd,Victorian Biodiversity Atlas,PRESENT
-37.1025,148.3393,2020-10-29T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,2c46ba9f-bcfe-4e08-96ec-9e8aa0406fc2,Victorian Biodiversity Atlas,PRESENT
